Brand,Dosage,Price,BrandName,DosageValue,DosageUnit,Form,Uses,Packaging,Composition,TherapeuticClass,Considerations,Contraindications
SERELYS PERIMENOPAUSE MENOPAUSE,,,SERELYS PERIMENOPAUSE MENOPAUSE,,,Compressed Tablet,"The Serelys® Perimenopause Ménopause dietary supplement is a natural alternative to THM (Hormonal treatments of menopause). The complexes of natural Purecytonin® natural origin contained in the Sérélys® make it possible to reduce all of the manifestations characteristic of menopause and peri-menopause: heat puffs, night sweats, irritability, passenger fatigue ... Sérélys® perimenopause menopause makes it possible to significantly improve the quality of life of women over 45. It is suitable for women who cannot or not wishing to take hormonal treatment of menopause or phytoestrogens -based products.",60.0 box,and purified of pollens),,,,,,,,,,,,,,
SERELYS PERIMENOPAUSE MENOPAUSE,,,SERELYS PERIMENOPAUSE MENOPAUSE,,,Compressed Tablet,"The Serelys® Perimenopause Ménopause dietary supplement is a natural alternative to THM (Hormonal treatments of menopause). The complexes of natural Purecytonin® natural origin contained in the Sérélys® make it possible to reduce all of the manifestations characteristic of menopause and peri-menopause: heat puffs, night sweats, irritability, passenger fatigue ... Sérélys® perimenopause menopause makes it possible to significantly improve the quality of life of women over 45. It is suitable for women who cannot or not wishing to take hormonal treatment of menopause or phytoestrogens -based products.",60.0 box,Load agents: isomalt,,,,,,,,,,,,,,
SERELYS PERIMENOPAUSE MENOPAUSE,,,SERELYS PERIMENOPAUSE MENOPAUSE,,,Compressed Tablet,"The Serelys® Perimenopause Ménopause dietary supplement is a natural alternative to THM (Hormonal treatments of menopause). The complexes of natural Purecytonin® natural origin contained in the Sérélys® make it possible to reduce all of the manifestations characteristic of menopause and peri-menopause: heat puffs, night sweats, irritability, passenger fatigue ... Sérélys® perimenopause menopause makes it possible to significantly improve the quality of life of women over 45. It is suitable for women who cannot or not wishing to take hormonal treatment of menopause or phytoestrogens -based products.",60.0 box,microcrystalline cellulose,,,,,,,,,,,,,,
SERELYS PERIMENOPAUSE MENOPAUSE,,,SERELYS PERIMENOPAUSE MENOPAUSE,,,Compressed Tablet,"The Serelys® Perimenopause Ménopause dietary supplement is a natural alternative to THM (Hormonal treatments of menopause). The complexes of natural Purecytonin® natural origin contained in the Sérélys® make it possible to reduce all of the manifestations characteristic of menopause and peri-menopause: heat puffs, night sweats, irritability, passenger fatigue ... Sérélys® perimenopause menopause makes it possible to significantly improve the quality of life of women over 45. It is suitable for women who cannot or not wishing to take hormonal treatment of menopause or phytoestrogens -based products.",60.0 box,hydrogenated cotton oil,,,,,,,,,,,,,,
SERELYS PERIMENOPAUSE MENOPAUSE,,,SERELYS PERIMENOPAUSE MENOPAUSE,,,Compressed Tablet,"The Serelys® Perimenopause Ménopause dietary supplement is a natural alternative to THM (Hormonal treatments of menopause). The complexes of natural Purecytonin® natural origin contained in the Sérélys® make it possible to reduce all of the manifestations characteristic of menopause and peri-menopause: heat puffs, night sweats, irritability, passenger fatigue ... Sérélys® perimenopause menopause makes it possible to significantly improve the quality of life of women over 45. It is suitable for women who cannot or not wishing to take hormonal treatment of menopause or phytoestrogens -based products.",60.0 box,D-alpha tocopherol acetate (vitamin E),,,,,,,,,,,,,,
SERELYS PERIMENOPAUSE MENOPAUSE,,,SERELYS PERIMENOPAUSE MENOPAUSE,,,Compressed Tablet,"The Serelys® Perimenopause Ménopause dietary supplement is a natural alternative to THM (Hormonal treatments of menopause). The complexes of natural Purecytonin® natural origin contained in the Sérélys® make it possible to reduce all of the manifestations characteristic of menopause and peri-menopause: heat puffs, night sweats, irritability, passenger fatigue ... Sérélys® perimenopause menopause makes it possible to significantly improve the quality of life of women over 45. It is suitable for women who cannot or not wishing to take hormonal treatment of menopause or phytoestrogens -based products.",60.0 box,Coating agents: Shellac,,,,,,,,,,,,,,
SERELYS PERIMENOPAUSE MENOPAUSE,,,SERELYS PERIMENOPAUSE MENOPAUSE,,,Compressed Tablet,"The Serelys® Perimenopause Ménopause dietary supplement is a natural alternative to THM (Hormonal treatments of menopause). The complexes of natural Purecytonin® natural origin contained in the Sérélys® make it possible to reduce all of the manifestations characteristic of menopause and peri-menopause: heat puffs, night sweats, irritability, passenger fatigue ... Sérélys® perimenopause menopause makes it possible to significantly improve the quality of life of women over 45. It is suitable for women who cannot or not wishing to take hormonal treatment of menopause or phytoestrogens -based products.",60.0 box,talc,,,,,,,,,,,,,,
SERELYS PERIMENOPAUSE MENOPAUSE,,,SERELYS PERIMENOPAUSE MENOPAUSE,,,Compressed Tablet,"The Serelys® Perimenopause Ménopause dietary supplement is a natural alternative to THM (Hormonal treatments of menopause). The complexes of natural Purecytonin® natural origin contained in the Sérélys® make it possible to reduce all of the manifestations characteristic of menopause and peri-menopause: heat puffs, night sweats, irritability, passenger fatigue ... Sérélys® perimenopause menopause makes it possible to significantly improve the quality of life of women over 45. It is suitable for women who cannot or not wishing to take hormonal treatment of menopause or phytoestrogens -based products.",60.0 box,Anti -ILS: Silicon dioxide.,,,,,,,,,,,,,,
SERETIDE AÉROSOL 125 µg / 25 µg,125.0 µg,175.0,SERETIDE AÉROSOL,125.0,µg,Suspension for inhalation,"Fluticasone association | Salmeterol is indicated in continuous treatment of asthma, in situations where the administration by means of a drug associating a corticosteroid and a bronchodilator β2 long -lasting agonist is justified: - in patients insufficiently controlled by a inhaled corticosteroid therapy and the taking of a bronchodilator β2 of a short -term act by the right or - in patients controlled by the administration of inhaled corticosteroid therapy associated with continuous treatment with β2 agonist long -lasting action. - In patients who are insufficiently controlled by inhaled corticosteroid therapy and taking a short-acting β2-active-active bronchodilator ""on demand"". or - in patients controlled by the administration of inhaled corticosteroid therapy associated with continuous treatment by β2 -long -acting acting by inhaled route.",120 doses bottle,Fluticasone,AntiaSthmatic,,,,,,,,,,,,,
SERETIDE AÉROSOL 125 µg / 25 µg,125.0 µg,175.0,SERETIDE AÉROSOL,125.0,µg,Suspension for inhalation,"Fluticasone association | Salmeterol is indicated in continuous treatment of asthma, in situations where the administration by means of a drug associating a corticosteroid and a bronchodilator β2 long -lasting agonist is justified: - in patients insufficiently controlled by a inhaled corticosteroid therapy and the taking of a bronchodilator β2 of a short -term act by the right or - in patients controlled by the administration of inhaled corticosteroid therapy associated with continuous treatment with β2 agonist long -lasting action. - In patients who are insufficiently controlled by inhaled corticosteroid therapy and taking a short-acting β2-active-active bronchodilator ""on demand"". or - in patients controlled by the administration of inhaled corticosteroid therapy associated with continuous treatment by β2 -long -acting acting by inhaled route.",120 doses bottle,Fluticasone,beta-2-sympathomimetic with corticosteroid,,,,,,,,,,,,,
SERETIDE AÉROSOL 125 µg / 25 µg,125.0 µg,175.0,SERETIDE AÉROSOL,125.0,µg,Suspension for inhalation,"Fluticasone association | Salmeterol is indicated in continuous treatment of asthma, in situations where the administration by means of a drug associating a corticosteroid and a bronchodilator β2 long -lasting agonist is justified: - in patients insufficiently controlled by a inhaled corticosteroid therapy and the taking of a bronchodilator β2 of a short -term act by the right or - in patients controlled by the administration of inhaled corticosteroid therapy associated with continuous treatment with β2 agonist long -lasting action. - In patients who are insufficiently controlled by inhaled corticosteroid therapy and taking a short-acting β2-active-active bronchodilator ""on demand"". or - in patients controlled by the administration of inhaled corticosteroid therapy associated with continuous treatment by β2 -long -acting acting by inhaled route.",120 doses bottle,Salmeterol,AntiaSthmatic,,,,,,,,,,,,,
SERETIDE AÉROSOL 125 µg / 25 µg,125.0 µg,175.0,SERETIDE AÉROSOL,125.0,µg,Suspension for inhalation,"Fluticasone association | Salmeterol is indicated in continuous treatment of asthma, in situations where the administration by means of a drug associating a corticosteroid and a bronchodilator β2 long -lasting agonist is justified: - in patients insufficiently controlled by a inhaled corticosteroid therapy and the taking of a bronchodilator β2 of a short -term act by the right or - in patients controlled by the administration of inhaled corticosteroid therapy associated with continuous treatment with β2 agonist long -lasting action. - In patients who are insufficiently controlled by inhaled corticosteroid therapy and taking a short-acting β2-active-active bronchodilator ""on demand"". or - in patients controlled by the administration of inhaled corticosteroid therapy associated with continuous treatment by β2 -long -acting acting by inhaled route.",120 doses bottle,Salmeterol,beta-2-sympathomimetic with corticosteroid,,,,,,,,,,,,,
